token	goto456_general	hit	baidu	scu	source_count	scope_v1_included	category	note
每逢	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比及	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比如	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比如说	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比方	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比照	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比起	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
比较	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
毕竟	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
毫不	0	0	1	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
毫无	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
毫无例外	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
毫无保留地	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
沙沙	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
没奈何	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
没有	0	0	1	1	2	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
沿	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
沿着	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
注意	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
深入	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
清楚	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
满足	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
漫说	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
焉	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
然则	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
然后	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
然後	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
然而	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
照	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
照着	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
牢牢	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
特别是	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
特殊	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
特点	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
犹且	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
犹自	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
独自	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
猛然	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
猛然间	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
率尔	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
率然	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
现代	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
现在	0	0	1	0	1	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
理应	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
理当	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
理该	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
瑟瑟	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚且	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚么	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚或	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚而	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚至	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甚至于	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
用	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
用来	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
甭	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
由	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
由于	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
由是	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
由此	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
由此可见	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
略为	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
略加	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
略微	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
的	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
的确	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
的话	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
皆可	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
目前	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
直到	1	0	1	0	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
直接	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相似	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相信	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相反	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相同	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相对	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相对而言	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相应	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相当	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
相等	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
省得	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看上去	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看出	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看到	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看来	0	0	1	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看样子	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看看	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看见	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
看起来	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
真是	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
真正	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
眨眼	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
着	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
着呢	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
矣	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
矣乎	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
矣哉	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
知道	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
砰	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
确定	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
碰巧	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
离	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
种	0	1	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
积极	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
移动	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
究竟	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
穷年累月	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
突出	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
突然	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
立刻	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
立即	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
立地	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
立时	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
立马	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
竟然	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
竟而	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
第	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
第二	0	1	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
等	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
等到	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
等等	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
策略地	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
简直	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
简而言之	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
简言之	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
管	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
类如	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
精光	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
紧接着	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
累年	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
累次	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
纯粹	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
纵	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
纵令	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
纵使	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
纵然	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
练习	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
组成	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
经	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
经常	0	0	1	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
经过	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
结合	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
结果	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
给	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
绝不	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
绝对	0	0	1	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
绝非	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
绝顶	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
继之	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
继后	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
继续	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
继而	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
维持	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
综上所述	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
缕缕	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
罢了	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
老是	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
老老实实	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
考虑	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
者	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而且	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而况	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而又	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而后	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而外	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而已	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而言	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
而论	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
联系	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
联袂	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
背地里	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
背靠背	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
能	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
能否	1	0	1	0	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
能够	0	0	1	0	1	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
腾	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自个儿	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自从	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自各儿	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自后	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自家	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自己	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自打	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
自身	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
至	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
至于	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
至今	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
至若	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
致	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
般的	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
良好	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
若	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
若夫	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
若是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
若果	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
若非	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
范围	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
莫不	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
莫不然	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
莫如	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
莫若	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
莫非	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
获得	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
藉以	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
虽	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
虽则	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
虽然	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
虽说	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
行为	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
行动	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
表明	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
表示	0	0	1	0	1	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
被	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要不	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要不是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要不然	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要么	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
要求	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
规定	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
觉得	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
譬喻	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
譬如	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
认为	0	0	1	0	1	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
认真	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
认识	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
让	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
许多	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
论	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
论说	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
设使	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
设或	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
设若	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
诚如	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
诚然	1	0	0	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
话说	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
该	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
该当	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
说明	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
说来	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
说说	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
请勿	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
诸	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
诸位	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
诸如	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
谁	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
谁人	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
谁料	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
谁知	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
豁然	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
贼死	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
赖以	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
赶	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
赶快	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
赶早不赶晚	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起先	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起初	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起头	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起来	0	0	1	1	2	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起见	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
起首	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁便	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁势	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁早	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁机	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁热	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
趁着	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
越是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
距	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
跟	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
路经	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
转动	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
转变	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
转贴	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
轰然	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
较	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
较为	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
较之	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
较比	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
边	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
达到	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
达旦	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
迅速	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
过	1	1	1	0	3	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
过于	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
过去	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
过来	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
运用	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
近几年来	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
近年来	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
近来	0	0	0	1	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
还	1	0	0	0	1	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
还是	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
还有	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
还要	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这	1	1	1	0	3	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这一来	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这个	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这么	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这么些	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这么样	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这么点儿	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这些	1	1	1	1	4	1	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这会儿	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这儿	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这就是说	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这时	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这样	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这次	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这点	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这种	0	0	1	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这般	1	0	0	0	1	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
这边	1	1	1	1	4	0	reference	自动生成；SCOPE v1 保留/纳入需方法审查
